date,year,doy365,mmdd,series,metric,value,is_placeholder
2021-01-13,2021,13,13-ene,Mazar,Caudal (m³/s),39.54213740041666,0
2021-01-13,2021,13,13-ene,Mazar,Cota (msnm),2142.62,0
2021-01-13,2021,13,13-ene,Minas San Francisco,Caudal (m³/s),31.8435995375,0
2021-01-13,2021,13,13-ene,Minas San Francisco,Cota (msnm),789.2,0
2021-01-13,2021,13,13-ene,Molino,Caudal (m³/s),84.79583333333333,0
2021-01-13,2021,13,13-ene,Molino,Cota (msnm),1983.7580566,0
2021-01-13,2021,13,13-ene,Sopladora,Caudal (m³/s),93.01845700416666,0
2021-01-13,2021,13,13-ene,Sopladora,Cota (msnm),1315.7739258,0
2021-01-14,2021,14,14-ene,Cuenca del Rio Paute,Caudal (m³/s),59.431125,0
2021-01-14,2021,14,14-ene,Mazar,Caudal (m³/s),34.14456645833334,0
2021-01-14,2021,14,14-ene,Mazar,Cota (msnm),2142.26,0
2021-01-14,2021,14,14-ene,Minas San Francisco,Caudal (m³/s),44.06628318333333,0
2021-01-14,2021,14,14-ene,Minas San Francisco,Cota (msnm),789.86,0
2021-01-14,2021,14,14-ene,Molino,Caudal (m³/s),89.45416666666667,0
2021-01-14,2021,14,14-ene,Molino,Cota (msnm),1983.3369141,0
2021-01-14,2021,14,14-ene,Sopladora,Caudal (m³/s),99.8369827875,0
2021-01-14,2021,14,14-ene,Sopladora,Cota (msnm),1316.0317383,0
2021-01-15,2021,15,15-ene,Cuenca del Rio Paute,Caudal (m³/s),61.14557083333333,0
2021-01-15,2021,15,15-ene,Mazar,Caudal (m³/s),39.766475803333336,0
2021-01-15,2021,15,15-ene,Mazar,Cota (msnm),2141.98,0
2021-01-15,2021,15,15-ene,Minas San Francisco,Caudal (m³/s),60.80650139583334,0
2021-01-15,2021,15,15-ene,Minas San Francisco,Cota (msnm),790.38,0
2021-01-15,2021,15,15-ene,Molino,Caudal (m³/s),87.05,0
2021-01-15,2021,15,15-ene,Molino,Cota (msnm),1983.6932373,0
2021-01-15,2021,15,15-ene,Sopladora,Caudal (m³/s),77.9723327625,0
2021-01-15,2021,15,15-ene,Sopladora,Cota (msnm),1315.203125,0
2021-01-16,2021,16,16-ene,Cuenca del Rio Paute,Caudal (m³/s),107.43856666666667,0
2021-01-16,2021,16,16-ene,Mazar,Caudal (m³/s),85.657459105,0
2021-01-16,2021,16,16-ene,Mazar,Cota (msnm),2142.51,0
2021-01-16,2021,16,16-ene,Minas San Francisco,Caudal (m³/s),137.542250225,0
2021-01-16,2021,16,16-ene,Minas San Francisco,Cota (msnm),792.68,0
2021-01-16,2021,16,16-ene,Molino,Caudal (m³/s),63.329166666666666,0
2021-01-16,2021,16,16-ene,Molino,Cota (msnm),1983.404541,0
2021-01-16,2021,16,16-ene,Sopladora,Caudal (m³/s),71.4584336375,0
2021-01-16,2021,16,16-ene,Sopladora,Cota (msnm),1315.6506348,0
2021-01-17,2021,17,17-ene,Cuenca del Rio Paute,Caudal (m³/s),97.55583333333334,0
2021-01-17,2021,17,17-ene,Mazar,Caudal (m³/s),74.32686537125,0
2021-01-17,2021,17,17-ene,Mazar,Cota (msnm),2142.8,0
2021-01-17,2021,17,17-ene,Minas San Francisco,Caudal (m³/s),99.1700243875,0
2021-01-17,2021,17,17-ene,Minas San Francisco,Cota (msnm),792.82,0
2021-01-17,2021,17,17-ene,Molino,Caudal (m³/s),71.3375,0
2021-01-17,2021,17,17-ene,Molino,Cota (msnm),1983.5870361,0
2021-01-17,2021,17,17-ene,Sopladora,Caudal (m³/s),66.03823947083333,0
2021-01-17,2021,17,17-ene,Sopladora,Cota (msnm),1315.0765381,0
2021-01-18,2021,18,18-ene,Cuenca del Rio Paute,Caudal (m³/s),68.8734125,0
2021-01-18,2021,18,18-ene,Mazar,Caudal (m³/s),48.1123918825,0
2021-01-18,2021,18,18-ene,Mazar,Cota (msnm),2142.49,0
2021-01-18,2021,18,18-ene,Minas San Francisco,Caudal (m³/s),70.25288410833333,0
2021-01-18,2021,18,18-ene,Minas San Francisco,Cota (msnm),791.91,0
2021-01-18,2021,18,18-ene,Molino,Caudal (m³/s),91.725,0
2021-01-18,2021,18,18-ene,Molino,Cota (msnm),1983.5238037,0
2021-01-18,2021,18,18-ene,Sopladora,Caudal (m³/s),94.84641045,0
2021-01-18,2021,18,18-ene,Sopladora,Cota (msnm),1314.6153564,0
2021-01-19,2021,19,19-ene,Cuenca del Rio Paute,Caudal (m³/s),58.30588333333333,0
2021-01-19,2021,19,19-ene,Mazar,Caudal (m³/s),38.361558172083335,0
2021-01-19,2021,19,19-ene,Mazar,Cota (msnm),2142.05,0
2021-01-19,2021,19,19-ene,Minas San Francisco,Caudal (m³/s),54.390788791666665,0
2021-01-19,2021,19,19-ene,Minas San Francisco,Cota (msnm),789.45,0
2021-01-19,2021,19,19-ene,Molino,Caudal (m³/s),97.45416666666668,0
2021-01-19,2021,19,19-ene,Molino,Cota (msnm),1983.5115967,0
2021-01-19,2021,19,19-ene,Sopladora,Caudal (m³/s),97.00830417083333,0
2021-01-19,2021,19,19-ene,Sopladora,Cota (msnm),1315.5858154,0
2021-01-20,2021,20,20-ene,Cuenca del Rio Paute,Caudal (m³/s),59.073375,0
2021-01-20,2021,20,20-ene,Mazar,Caudal (m³/s),38.91813236791667,0
2021-01-20,2021,20,20-ene,Mazar,Cota (msnm),2141.53,0
2021-01-20,2021,20,20-ene,Minas San Francisco,Caudal (m³/s),49.15337137083333,0
2021-01-20,2021,20,20-ene,Minas San Francisco,Cota (msnm),789.71,0
2021-01-20,2021,20,20-ene,Molino,Caudal (m³/s),97.4875,0
2021-01-20,2021,20,20-ene,Molino,Cota (msnm),1983.243042,0
2021-01-20,2021,20,20-ene,Sopladora,Caudal (m³/s),104.5832591,0
2021-01-20,2021,20,20-ene,Sopladora,Cota (msnm),1315.5423584,0
2021-01-21,2021,21,21-ene,Cuenca del Rio Paute,Caudal (m³/s),54.97300416666667,0
2021-01-21,2021,21,21-ene,Mazar,Caudal (m³/s),35.77952756166667,0
2021-01-21,2021,21,21-ene,Mazar,Cota (msnm),2140.58,0
2021-01-21,2021,21,21-ene,Minas San Francisco,Caudal (m³/s),40.74023279166666,0
2021-01-21,2021,21,21-ene,Minas San Francisco,Cota (msnm),789.61,0
2021-01-21,2021,21,21-ene,Molino,Caudal (m³/s),130.69583333333333,0
2021-01-21,2021,21,21-ene,Molino,Cota (msnm),1984.871582,0
2021-01-21,2021,21,21-ene,Sopladora,Caudal (m³/s),90.786898725,0
2021-01-21,2021,21,21-ene,Sopladora,Cota (msnm),1315.7208252,0
2021-01-22,2021,22,22-ene,Cuenca del Rio Paute,Caudal (m³/s),93.92890833333334,0
2021-01-22,2021,22,22-ene,Mazar,Caudal (m³/s),51.87913560208333,0
2021-01-22,2021,22,22-ene,Mazar,Cota (msnm),2140.1,0
2021-01-22,2021,22,22-ene,Minas San Francisco,Caudal (m³/s),48.16039815,0
2021-01-22,2021,22,22-ene,Minas San Francisco,Cota (msnm),789.47,0
2021-01-22,2021,22,22-ene,Molino,Caudal (m³/s),145.675,0
2021-01-22,2021,22,22-ene,Molino,Cota (msnm),1986.1209717,0
2021-01-22,2021,22,22-ene,Sopladora,Caudal (m³/s),96.70886325,0
2021-01-22,2021,22,22-ene,Sopladora,Cota (msnm),1315.836792,0
2021-01-23,2021,23,23-ene,Cuenca del Rio Paute,Caudal (m³/s),165.6894583333333,0
2021-01-23,2021,23,23-ene,Mazar,Caudal (m³/s),117.33565697583332,0
2021-01-23,2021,23,23-ene,Mazar,Cota (msnm),2141.2,0
2021-01-23,2021,23,23-ene,Minas San Francisco,Caudal (m³/s),55.226651925,0
2021-01-23,2021,23,23-ene,Minas San Francisco,Cota (msnm),789.43,0
2021-01-23,2021,23,23-ene,Molino,Caudal (m³/s),77.825,0
2021-01-23,2021,23,23-ene,Molino,Cota (msnm),1986.1289062,0
2021-01-23,2021,23,23-ene,Sopladora,Caudal (m³/s),73.6612521625,0
2021-01-23,2021,23,23-ene,Sopladora,Cota (msnm),1315.7471924,0
2021-01-24,2021,24,24-ene,Cuenca del Rio Paute,Caudal (m³/s),108.39491666666666,0
2021-01-24,2021,24,24-ene,Mazar,Caudal (m³/s),81.9890948075,0
2021-01-24,2021,24,24-ene,Mazar,Cota (msnm),2142.2,0
2021-01-24,2021,24,24-ene,Minas San Francisco,Caudal (m³/s),44.1467885875,0
2021-01-24,2021,24,24-ene,Minas San Francisco,Cota (msnm),790.55,0
2021-01-24,2021,24,24-ene,Molino,Caudal (m³/s),27.029166666666665,0
2021-01-24,2021,24,24-ene,Molino,Cota (msnm),1985.5058594,0
2021-01-24,2021,24,24-ene,Sopladora,Caudal (m³/s),48.13339053333333,0
2021-01-24,2021,24,24-ene,Sopladora,Cota (msnm),1315.6594238,0
2021-01-25,2021,25,25-ene,Cuenca del Rio Paute,Caudal (m³/s),107.97683333333332,0
2021-01-25,2021,25,25-ene,Mazar,Caudal (m³/s),78.65998532333333,0
2021-01-25,2021,25,25-ene,Mazar,Cota (msnm),2142.86,0
2021-01-25,2021,25,25-ene,Minas San Francisco,Caudal (m³/s),57.22413325833333,0
2021-01-25,2021,25,25-ene,Minas San Francisco,Cota (msnm),791.11,0
2021-01-25,2021,25,25-ene,Molino,Caudal (m³/s),50.44583333333333,0
2021-01-25,2021,25,25-ene,Molino,Cota (msnm),1984.9382324,0
2021-01-25,2021,25,25-ene,Sopladora,Caudal (m³/s),73.37683665416667,0
2021-01-25,2021,25,25-ene,Sopladora,Cota (msnm),1315.0505371,0
2021-01-26,2021,26,26-ene,Cuenca del Rio Paute,Caudal (m³/s),114.65084166666666,0
2021-01-26,2021,26,26-ene,Mazar,Caudal (m³/s),74.88693868041666,0
2021-01-26,2021,26,26-ene,Mazar,Cota (msnm),2143.2,0
2021-01-26,2021,26,26-ene,Minas San Francisco,Caudal (m³/s),47.9074216125,0
2021-01-26,2021,26,26-ene,Minas San Francisco,Cota (msnm),789.95,0
2021-01-26,2021,26,26-ene,Molino,Caudal (m³/s),83.125,0
2021-01-26,2021,26,26-ene,Molino,Cota (msnm),1985.1040039,0
2021-01-26,2021,26,26-ene,Sopladora,Caudal (m³/s),79.96834927916667,0
2021-01-26,2021,26,26-ene,Sopladora,Cota (msnm),1315.5682373,0
2021-01-27,2021,27,27-ene,Cuenca del Rio Paute,Caudal (m³/s),112.90535416666668,0
2021-01-27,2021,27,27-ene,Mazar,Caudal (m³/s),74.01931501541667,0
2021-01-27,2021,27,27-ene,Mazar,Cota (msnm),2143.57,0
2021-01-27,2021,27,27-ene,Minas San Francisco,Caudal (m³/s),50.30759281666667,0
2021-01-27,2021,27,27-ene,Minas San Francisco,Cota (msnm),789.55,0
2021-01-27,2021,27,27-ene,Molino,Caudal (m³/s),82.5625,0
2021-01-27,2021,27,27-ene,Molino,Cota (msnm),1985.1276855,0
2021-01-27,2021,27,27-ene,Sopladora,Caudal (m³/s),77.16417899583334,0
2021-01-27,2021,27,27-ene,Sopladora,Cota (msnm),1315.3016357,0
2021-01-28,2021,28,28-ene,Cuenca del Rio Paute,Caudal (m³/s),81.43579166666666,0
2021-01-28,2021,28,28-ene,Mazar,Caudal (m³/s),53.79820906708333,0
2021-01-28,2021,28,28-ene,Mazar,Cota (msnm),2143.84,0
2021-01-28,2021,28,28-ene,Minas San Francisco,Caudal (m³/s),40.67922515,0
2021-01-28,2021,28,28-ene,Minas San Francisco,Cota (msnm),790.55,0
2021-01-28,2021,28,28-ene,Molino,Caudal (m³/s),56.85,0
2021-01-28,2021,28,28-ene,Molino,Cota (msnm),1984.4257812,0
2021-01-28,2021,28,28-ene,Sopladora,Caudal (m³/s),75.73464860416667,0
2021-01-28,2021,28,28-ene,Sopladora,Cota (msnm),1315.3908691,0
2021-01-29,2021,29,29-ene,Cuenca del Rio Paute,Caudal (m³/s),71.3585875,0
2021-01-29,2021,29,29-ene,Mazar,Caudal (m³/s),45.13786904375,0
2021-01-29,2021,29,29-ene,Mazar,Cota (msnm),2143.6,0
2021-01-29,2021,29,29-ene,Minas San Francisco,Caudal (m³/s),53.34479297083333,0
2021-01-29,2021,29,29-ene,Minas San Francisco,Cota (msnm),791.46,0
2021-01-29,2021,29,29-ene,Molino,Caudal (m³/s),88.94166666666666,0
2021-01-29,2021,29,29-ene,Molino,Cota (msnm),1984.6784668,0
2021-01-29,2021,29,29-ene,Sopladora,Caudal (m³/s),85.85520950833333,0
2021-01-29,2021,29,29-ene,Sopladora,Cota (msnm),1316.0317383,0
2021-01-30,2021,30,30-ene,Cuenca del Rio Paute,Caudal (m³/s),76.373525,0
2021-01-30,2021,30,30-ene,Mazar,Caudal (m³/s),51.41513641291667,0
2021-01-30,2021,30,30-ene,Mazar,Cota (msnm),2143.64,0
2021-01-30,2021,30,30-ene,Minas San Francisco,Caudal (m³/s),66.25134622083333,0
2021-01-30,2021,30,30-ene,Minas San Francisco,Cota (msnm),791.11,0
2021-01-30,2021,30,30-ene,Molino,Caudal (m³/s),70.70833333333333,0
2021-01-30,2021,30,30-ene,Molino,Cota (msnm),1984.9558105,0
2021-01-30,2021,30,30-ene,Sopladora,Caudal (m³/s),64.50500232083333,0
2021-01-30,2021,30,30-ene,Sopladora,Cota (msnm),1315.8723145,0
2021-01-31,2021,31,31-ene,Cuenca del Rio Paute,Caudal (m³/s),78.20533333333333,0
2021-01-31,2021,31,31-ene,Mazar,Caudal (m³/s),48.60740705333333,0
2021-01-31,2021,31,31-ene,Mazar,Cota (msnm),2143.68,0
2021-01-31,2021,31,31-ene,Minas San Francisco,Caudal (m³/s),49.77200145,0
2021-01-31,2021,31,31-ene,Minas San Francisco,Cota (msnm),790.33,0
2021-01-31,2021,31,31-ene,Molino,Caudal (m³/s),78.40416666666667,0
2021-01-31,2021,31,31-ene,Molino,Cota (msnm),1985.5559082,0
2021-01-31,2021,31,31-ene,Sopladora,Caudal (m³/s),52.92838577916667,0
2021-01-31,2021,31,31-ene,Sopladora,Cota (msnm),1315.9703369,0
2021-02-01,2021,32,01-feb,Cuenca del Rio Paute,Caudal (m³/s),63.4722,0
2021-02-01,2021,32,01-feb,Mazar,Caudal (m³/s),36.21668844166667,0
2021-02-01,2021,32,01-feb,Mazar,Cota (msnm),2143.44,0
2021-02-01,2021,32,01-feb,Minas San Francisco,Caudal (m³/s),36.113802225,0
2021-02-01,2021,32,01-feb,Minas San Francisco,Cota (msnm),786.98,0
2021-02-01,2021,32,01-feb,Molino,Caudal (m³/s),85.02083333333333,0
2021-02-01,2021,32,01-feb,Molino,Cota (msnm),1985.3778076,0
2021-02-01,2021,32,01-feb,Sopladora,Caudal (m³/s),85.32763480416666,0
2021-02-01,2021,32,01-feb,Sopladora,Cota (msnm),1316.1473389,0
2021-02-02,2021,33,02-feb,Cuenca del Rio Paute,Caudal (m³/s),68.1124875,0
2021-02-02,2021,33,02-feb,Mazar,Caudal (m³/s),41.61014506916667,0
2021-02-02,2021,33,02-feb,Mazar,Cota (msnm),2143.19,0
2021-02-02,2021,33,02-feb,Minas San Francisco,Caudal (m³/s),32.3201836375,0
2021-02-02,2021,33,02-feb,Minas San Francisco,Cota (msnm),786.51,0
2021-02-02,2021,33,02-feb,Molino,Caudal (m³/s),88.42083333333333,0
2021-02-02,2021,33,02-feb,Molino,Cota (msnm),1985.1224365,0
2021-02-02,2021,33,02-feb,Sopladora,Caudal (m³/s),95.51285587916666,0
2021-02-02,2021,33,02-feb,Sopladora,Cota (msnm),1314.9257812,0
2021-02-03,2021,34,03-feb,Cuenca del Rio Paute,Caudal (m³/s),67.89965,0
2021-02-03,2021,34,03-feb,Mazar,Caudal (m³/s),42.34733455125,0
2021-02-03,2021,34,03-feb,Mazar,Cota (msnm),2142.93,0
2021-02-03,2021,34,03-feb,Minas San Francisco,Caudal (m³/s),32.30765579166667,0
2021-02-03,2021,34,03-feb,Minas San Francisco,Cota (msnm),787.13,0
2021-02-03,2021,34,03-feb,Molino,Caudal (m³/s),90.15833333333332,0
2021-02-03,2021,34,03-feb,Molino,Cota (msnm),1984.795166,0
2021-02-03,2021,34,03-feb,Sopladora,Caudal (m³/s),99.22596987916668,0
2021-02-03,2021,34,03-feb,Sopladora,Cota (msnm),1315.9703369,0
2021-02-04,2021,35,04-feb,Cuenca del Rio Paute,Caudal (m³/s),75.75715833333334,0
2021-02-04,2021,35,04-feb,Mazar,Caudal (m³/s),48.32801489166667,0
2021-02-04,2021,35,04-feb,Mazar,Cota (msnm),2143.16,0
2021-02-04,2021,35,04-feb,Minas San Francisco,Caudal (m³/s),30.515900925,0
2021-02-04,2021,35,04-feb,Minas San Francisco,Cota (msnm),788.99,0
2021-02-04,2021,35,04-feb,Molino,Caudal (m³/s),54.725,0
2021-02-04,2021,35,04-feb,Molino,Cota (msnm),1983.6080322,0
2021-02-04,2021,35,04-feb,Sopladora,Caudal (m³/s),88.53875308333333,0
2021-02-04,2021,35,04-feb,Sopladora,Cota (msnm),1315.6861572,0
2021-02-05,2021,36,05-feb,Cuenca del Rio Paute,Caudal (m³/s),107.43080833333332,0
2021-02-05,2021,36,05-feb,Mazar,Caudal (m³/s),74.51885865666667,0
2021-02-05,2021,36,05-feb,Mazar,Cota (msnm),2143.24,0
2021-02-05,2021,36,05-feb,Minas San Francisco,Caudal (m³/s),37.53679560416667,0
2021-02-05,2021,36,05-feb,Minas San Francisco,Cota (msnm),790.52,0
2021-02-05,2021,36,05-feb,Molino,Caudal (m³/s),100.58333333333331,0
2021-02-05,2021,36,05-feb,Molino,Cota (msnm),1984.9627686,0
2021-02-05,2021,36,05-feb,Sopladora,Caudal (m³/s),64.59086639583333,0
2021-02-05,2021,36,05-feb,Sopladora,Cota (msnm),1315.5140381,0
2021-02-06,2021,37,06-feb,Cuenca del Rio Paute,Caudal (m³/s),81.05359583333333,0
2021-02-06,2021,37,06-feb,Mazar,Caudal (m³/s),47.62247827916666,0
2021-02-06,2021,37,06-feb,Mazar,Cota (msnm),2143.09,0
2021-02-06,2021,37,06-feb,Minas San Francisco,Caudal (m³/s),31.007535729166666,0
2021-02-06,2021,37,06-feb,Minas San Francisco,Cota (msnm),790.76,0
2021-02-06,2021,37,06-feb,Molino,Caudal (m³/s),91.6,0
2021-02-06,2021,37,06-feb,Molino,Cota (msnm),1985.2996826,0
2021-02-06,2021,37,06-feb,Sopladora,Caudal (m³/s),78.40181826666667,0
2021-02-06,2021,37,06-feb,Sopladora,Cota (msnm),1315.9970703,0
2021-02-07,2021,38,07-feb,Cuenca del Rio Paute,Caudal (m³/s),57.73285416666667,0
2021-02-07,2021,38,07-feb,Mazar,Caudal (m³/s),31.97018868083333,0
2021-02-07,2021,38,07-feb,Mazar,Cota (msnm),2142.79,0
2021-02-07,2021,38,07-feb,Minas San Francisco,Caudal (m³/s),27.2490560125,0
2021-02-07,2021,38,07-feb,Minas San Francisco,Cota (msnm),789.87,0
2021-02-07,2021,38,07-feb,Molino,Caudal (m³/s),82.25416666666666,0
2021-02-07,2021,38,07-feb,Molino,Cota (msnm),1985.4918213,0
2021-02-07,2021,38,07-feb,Sopladora,Caudal (m³/s),74.22420072083334,0
2021-02-07,2021,38,07-feb,Sopladora,Cota (msnm),1315.7471924,0
2021-02-08,2021,39,08-feb,Cuenca del Rio Paute,Caudal (m³/s),56.86389583333333,0
2021-02-08,2021,39,08-feb,Mazar,Caudal (m³/s),34.16646624083333,0
2021-02-08,2021,39,08-feb,Mazar,Cota (msnm),2142.37,0
2021-02-08,2021,39,08-feb,Minas San Francisco,Caudal (m³/s),24.541727841666667,0
2021-02-08,2021,39,08-feb,Minas San Francisco,Cota (msnm),789.74,0
2021-02-08,2021,39,08-feb,Molino,Caudal (m³/s),88.93333333333334,0
2021-02-08,2021,39,08-feb,Molino,Cota (msnm),1985.3277588,0
2021-02-08,2021,39,08-feb,Sopladora,Caudal (m³/s),94.97538475416668,0
2021-02-08,2021,39,08-feb,Sopladora,Cota (msnm),1316.1954346,0
2021-02-09,2021,40,09-feb,Cuenca del Rio Paute,Caudal (m³/s),68.66354166666666,0
2021-02-09,2021,40,09-feb,Mazar,Caudal (m³/s),45.117681875,0
2021-02-09,2021,40,09-feb,Mazar,Cota (msnm),2141.85,0
2021-02-09,2021,40,09-feb,Minas San Francisco,Caudal (m³/s),35.6073169,0
2021-02-09,2021,40,09-feb,Minas San Francisco,Cota (msnm),790.28,0
2021-02-09,2021,40,09-feb,Molino,Caudal (m³/s),110.95416666666668,0
2021-02-09,2021,40,09-feb,Molino,Cota (msnm),1985.3839111,0
2021-02-09,2021,40,09-feb,Sopladora,Caudal (m³/s),109.18711785,0
2021-02-09,2021,40,09-feb,Sopladora,Cota (msnm),1315.9970703,0
2021-02-10,2021,41,10-feb,Cuenca del Rio Paute,Caudal (m³/s),76.89226666666667,0
2021-02-10,2021,41,10-feb,Mazar,Caudal (m³/s),56.55825861833333,0
2021-02-10,2021,41,10-feb,Mazar,Cota (msnm),2141.83,0
2021-02-10,2021,41,10-feb,Minas San Francisco,Caudal (m³/s),59.78249090833334,0
2021-02-10,2021,41,10-feb,Minas San Francisco,Cota (msnm),791.37,0
2021-02-10,2021,41,10-feb,Molino,Caudal (m³/s),85.15833333333333,0
2021-02-10,2021,41,10-feb,Molino,Cota (msnm),1985.1953125,0
2021-02-10,2021,41,10-feb,Sopladora,Caudal (m³/s),86.469277,0
2021-02-10,2021,41,10-feb,Sopladora,Cota (msnm),1314.6153564,0
2021-02-11,2021,42,11-feb,Cuenca del Rio Paute,Caudal (m³/s),65.245025,0
2021-02-11,2021,42,11-feb,Mazar,Caudal (m³/s),45.92065290958333,0
2021-02-11,2021,42,11-feb,Mazar,Cota (msnm),2141.75,0
2021-02-11,2021,42,11-feb,Minas San Francisco,Caudal (m³/s),40.605129475,0
2021-02-11,2021,42,11-feb,Minas San Francisco,Cota (msnm),790.04,0
2021-02-11,2021,42,11-feb,Molino,Caudal (m³/s),72.69583333333334,0
2021-02-11,2021,42,11-feb,Molino,Cota (msnm),1984.7626953,0
2021-02-11,2021,42,11-feb,Sopladora,Caudal (m³/s),84.91168382916666,0
2021-02-11,2021,42,11-feb,Sopladora,Cota (msnm),1314.6416016,0
2021-02-12,2021,43,12-feb,Cuenca del Rio Paute,Caudal (m³/s),88.1208,0
2021-02-12,2021,43,12-feb,Mazar,Caudal (m³/s),60.33081978291667,0
2021-02-12,2021,43,12-feb,Mazar,Cota (msnm),2141.81,0
2021-02-12,2021,43,12-feb,Minas San Francisco,Caudal (m³/s),53.47980607916666,0
2021-02-12,2021,43,12-feb,Minas San Francisco,Cota (msnm),790.69,0
2021-02-12,2021,43,12-feb,Molino,Caudal (m³/s),78.775,0
2021-02-12,2021,43,12-feb,Molino,Cota (msnm),1984.9285889,0
2021-02-12,2021,43,12-feb,Sopladora,Caudal (m³/s),76.41818100833333,0
2021-02-12,2021,43,12-feb,Sopladora,Cota (msnm),1316.0511475,0
2021-02-13,2021,44,13-feb,Cuenca del Rio Paute,Caudal (m³/s),68.3088,0
2021-02-13,2021,44,13-feb,Mazar,Caudal (m³/s),47.29547628791666,0
2021-02-13,2021,44,13-feb,Mazar,Cota (msnm),2141.7,0
2021-02-13,2021,44,13-feb,Minas San Francisco,Caudal (m³/s),45.325505704166666,0
2021-02-13,2021,44,13-feb,Minas San Francisco,Cota (msnm),790.34,0
2021-02-13,2021,44,13-feb,Molino,Caudal (m³/s),76.58333333333333,0
2021-02-13,2021,44,13-feb,Molino,Cota (msnm),1984.6644287,0
2021-02-13,2021,44,13-feb,Sopladora,Caudal (m³/s),83.26343223333333,0
2021-02-13,2021,44,13-feb,Sopladora,Cota (msnm),1316.0424805,0
2021-02-14,2021,45,14-feb,Cuenca del Rio Paute,Caudal (m³/s),54.16407916666667,0
2021-02-14,2021,45,14-feb,Mazar,Caudal (m³/s),35.70489706,0
2021-02-14,2021,45,14-feb,Mazar,Cota (msnm),2141.59,0
2021-02-14,2021,45,14-feb,Minas San Francisco,Caudal (m³/s),34.0926375875,0
2021-02-14,2021,45,14-feb,Minas San Francisco,Cota (msnm),790.26,0
2021-02-14,2021,45,14-feb,Molino,Caudal (m³/s),61.3125,0
2021-02-14,2021,45,14-feb,Molino,Cota (msnm),1983.5809326,0
2021-02-14,2021,45,14-feb,Sopladora,Caudal (m³/s),88.93974322083334,0
2021-02-14,2021,45,14-feb,Sopladora,Cota (msnm),1315.802124,0
2021-02-15,2021,46,15-feb,Cuenca del Rio Paute,Caudal (m³/s),64.8466375,0
2021-02-15,2021,46,15-feb,Mazar,Caudal (m³/s),46.43615508416666,0
2021-02-15,2021,46,15-feb,Mazar,Cota (msnm),2141.48,0
2021-02-15,2021,46,15-feb,Minas San Francisco,Caudal (m³/s),37.6271426,0
2021-02-15,2021,46,15-feb,Minas San Francisco,Cota (msnm),789.55,0
2021-02-15,2021,46,15-feb,Molino,Caudal (m³/s),74.17083333333333,0
2021-02-15,2021,46,15-feb,Molino,Cota (msnm),1983.4282227,0
2021-02-15,2021,46,15-feb,Sopladora,Caudal (m³/s),76.82279645833333,0
2021-02-15,2021,46,15-feb,Sopladora,Cota (msnm),1315.9882812,0
2021-02-16,2021,47,16-feb,Cuenca del Rio Paute,Caudal (m³/s),76.5845125,0
2021-02-16,2021,47,16-feb,Mazar,Caudal (m³/s),51.714125925833336,0
2021-02-16,2021,47,16-feb,Mazar,Cota (msnm),2141.03,0
2021-02-16,2021,47,16-feb,Minas San Francisco,Caudal (m³/s),77.187135025,0
2021-02-16,2021,47,16-feb,Minas San Francisco,Cota (msnm),791.7,0
2021-02-16,2021,47,16-feb,Molino,Caudal (m³/s),113.09166666666668,0
2021-02-16,2021,47,16-feb,Molino,Cota (msnm),1985.3093262,0
2021-02-16,2021,47,16-feb,Sopladora,Caudal (m³/s),61.88524212916667,0
2021-02-16,2021,47,16-feb,Sopladora,Cota (msnm),1315.8109131,0
2021-02-17,2021,48,17-feb,Cuenca del Rio Paute,Caudal (m³/s),72.65987916666667,0
2021-02-17,2021,48,17-feb,Mazar,Caudal (m³/s),49.58227843375,0
2021-02-17,2021,48,17-feb,Mazar,Cota (msnm),2140.56,0
2021-02-17,2021,48,17-feb,Minas San Francisco,Caudal (m³/s),59.91950763333333,0
2021-02-17,2021,48,17-feb,Minas San Francisco,Cota (msnm),789.81,0
2021-02-17,2021,48,17-feb,Molino,Caudal (m³/s),109.13333333333334,0
2021-02-17,2021,48,17-feb,Molino,Cota (msnm),1985.4716797,0
2021-02-17,2021,48,17-feb,Sopladora,Caudal (m³/s),102.59862428333334,0
2021-02-17,2021,48,17-feb,Sopladora,Cota (msnm),1316.164917,0
2021-02-18,2021,49,18-feb,Cuenca del Rio Paute,Caudal (m³/s),48.38042083333333,0
2021-02-18,2021,49,18-feb,Mazar,Caudal (m³/s),34.39800336458333,0
2021-02-18,2021,49,18-feb,Mazar,Cota (msnm),2140.08,0
2021-02-18,2021,49,18-feb,Minas San Francisco,Caudal (m³/s),46.8840976125,0
2021-02-18,2021,49,18-feb,Minas San Francisco,Cota (msnm),788.18,0
2021-02-18,2021,49,18-feb,Molino,Caudal (m³/s),85.83333333333333,0
2021-02-18,2021,49,18-feb,Molino,Cota (msnm),1984.7733154,0
2021-02-18,2021,49,18-feb,Sopladora,Caudal (m³/s),109.35593524166669,0
2021-02-18,2021,49,18-feb,Sopladora,Cota (msnm),1314.9429932,0
2021-02-19,2021,50,19-feb,Cuenca del Rio Paute,Caudal (m³/s),65.3234125,0
2021-02-19,2021,50,19-feb,Mazar,Caudal (m³/s),44.896994159583336,0
2021-02-19,2021,50,19-feb,Mazar,Cota (msnm),2139.48,0
2021-02-19,2021,50,19-feb,Minas San Francisco,Caudal (m³/s),48.76586936666666,0
2021-02-19,2021,50,19-feb,Minas San Francisco,Cota (msnm),789.72,0
