"Fecha","EnergiaCsr","EnergiaMol","EnergiaMaz","EnergiaSop","EnergiaMsf"
"17/06/2026 00:00:00","6077.218038999999","3622.904357","383.791828","1942.271854","128.25"
"16/06/2026 00:00:00","36892.61682699999","20405.322282","3173.05378","11217.500765","2096.74"
"15/06/2026 00:00:00","35043.86649400001","19268.211111","2042.057613","10798.597769999998","2935.0"
"14/06/2026 00:00:00","33705.86734799999","18636.293286","3204.124034","10648.750028000002","1216.7"
"13/06/2026 00:00:00","34379.808249999995","18793.044901000005","2837.781779","10705.68157","2043.3"
"12/06/2026 00:00:00","38299.310025000006","21589.604539","3775.0528659999986","11475.10262","1459.55"
"11/06/2026 00:00:00","39833.8763","21811.512448","3128.071106","11425.032746","3469.26"
"10/06/2026 00:00:00","37475.416906","20083.690869","1787.757564","10924.268473","4679.700000000001"
"09/06/2026 00:00:00","41425.288031","24870.267675000006","2062.522634","10425.097722","4067.4"
"08/06/2026 00:00:00","39117.822781","23948.041668000005","2241.2446910000003","11020.636422000003","1907.9"
"07/06/2026 00:00:00","32307.127451","18826.500016","947.335273","9785.289162","2748.003"
"06/06/2026 00:00:00","34165.787712","19123.502359","1746.650611","9990.634742","3305.0"
"05/06/2026 00:00:00","39609.881975","21628.160907","2381.193411","11667.777656999997","3932.75"
"04/06/2026 00:00:00","37240.841929","20979.058379","1983.184155","11379.819395","2898.78"
"03/06/2026 00:00:00","36126.206011","19571.03354","1690.9758150000002","10842.696656000002","4021.5"
"02/06/2026 00:00:00","35930.633336","18197.346251","2416.97825","10404.068835000002","4912.24"
"01/06/2026 00:00:00","34239.003947","16860.262194","2061.353524","9671.938229","5645.45"
