"Fecha","EnergiaCsr","EnergiaMol","EnergiaMaz","EnergiaSop","EnergiaMsf"
"10/08/2026 00:00:00","23781.968045","13498.818163999998","2983.688522","6457.211359","842.25"
"09/08/2026 00:00:00","25360.291017","14720.717065999996","2453.8522680000005","7463.971683000001","721.75"
"08/08/2026 00:00:00","31244.82033","18779.454075","3696.1983449999993","7551.667909999999","1217.5"
"07/08/2026 00:00:00","35356.239967999994","20133.553112","2960.7920429999995","10388.644813","1873.25"
"06/08/2026 00:00:00","26708.011277999998","15100.969145","1878.2883699999998","8518.303763000002","1210.45"
"05/08/2026 00:00:00","25409.250452","14067.153361","2141.295781","8012.051309999999","1188.7500000000002"
"04/08/2026 00:00:00","31073.322282","17099.130286","2629.659125","9421.282871","1923.25"
"03/08/2026 00:00:00","27731.105601000003","15059.158050000002","2407.511295","8635.936256","1628.5"
"02/08/2026 00:00:00","20159.873784000003","11004.824725","1672.83282","6286.996239000001","1195.22"
"01/08/2026 00:00:00","28289.800378000004","16102.992628999997","1916.294649","9281.5131","989.0"
